id,swedish,english,group,properties,aliases_sv,aliases_en,search_terms,notes_sv,notes_en,season_availability,typical_storage,typical_unit,price_category,avg_price_sek,carbon_footprint_category,status,created_date,updated_date,created_by,verified_by,ai_generated,export_ready
vanilla-custard,vaniljkräm,vanilla custard,other/dessert,"animal-product,contains-lactose,dairy,egg,processed",vaniljkräm färdig;konditorikräm,pastry cream;crème pâtissière,,Vaniljkräm till bakverk och desserter. Finns färdig att köpa.,Vanilla custard for pastries and desserts. Available ready-made.,year-round,refrigerated,st,medium,50,medium,draft,2025-12-15 00:00:00,2025-12-15 00:00:00,ai-claude-batch8,,1,0
chocolate-ganache,chokladganache,chocolate ganache,other/sweetener,"animal-product,contains-lactose,dairy,processed",ganache;chokladkräm,ganache;chocolate cream,,Krämig chokladglasyr. Används till tårtor och bakverk.,Creamy chocolate glaze. Used for cakes and pastries.,year-round,refrigerated,st,medium,50,medium,draft,2025-12-15 00:00:00,2025-12-15 00:00:00,ai-claude-batch8,,1,0
chocolate-coating,ischoklad,chocolate coating,other/sweetener,"plant-based,processed,vegan-friendly",ischokladglasyr;chokladöverdrag,chocolate shell;magic shell,,Snabbhärdande chokladöverdrag. Perfekt till glass och godis.,Quick-hardening chocolate coating. Perfect for ice cream and candy.,year-round,refrigerated,st,medium,50,medium,draft,2025-12-15 00:00:00,2025-12-15 00:00:00,ai-claude-batch8,,1,0
knack,knäck,Swedish toffee,other/sweetener,"animal-product,contains-lactose,dairy,processed",julknäck;smörknäck,Christmas toffee;butter toffee,,"Svenskt julgodis av sirap, socker och grädde.","Swedish Christmas candy made of syrup, sugar and cream.",year-round,refrigerated,st,medium,50,medium,draft,2025-12-15 00:00:00,2025-12-15 00:00:00,ai-claude-batch8,,1,0
fudge,fudge,fudge,other/sweetener,"animal-product,contains-lactose,dairy,processed",fudge godis;kolagodis,fudge candy,,"Mjukt, krämigt godis av socker, smör och grädde.","Soft, creamy candy made of sugar, butter and cream.",year-round,refrigerated,st,medium,50,medium,draft,2025-12-15 00:00:00,2025-12-15 00:00:00,ai-claude-batch8,,1,0
chocolate-easter-egg,påskägg,chocolate Easter egg,other/sweetener,"animal-product,contains-lactose,dairy,processed",chokladägg;påskägg choklad,Easter chocolate;chocolate egg,,"Chokladägg till påsk, ofta fyllda med godis.","Chocolate Easter eggs, often filled with candy.",year-round,refrigerated,st,medium,50,medium,draft,2025-12-15 00:00:00,2025-12-15 00:00:00,ai-claude-batch8,,1,0
christmas-ham,julskinka,Christmas ham,protein/meat/pork,"animal-product,meat,pork,processed",julskinka kokt;julskinka hel,Swedish Christmas ham;glazed ham,,Kokt och glaserad skinka till jul. Säljs hel eller skivad.,Boiled and glazed ham for Christmas. Sold whole or sliced.,year-round,refrigerated,st,medium,50,medium,draft,2025-12-15 00:00:00,2025-12-15 00:00:00,ai-claude-batch8,,1,0
pannbiff,pannbiff,Swedish beef patty,protein/meat/beef,"animal-product,beef,meat,needs-cooking",pannbiff färdig;pannbiffar,Swedish hamburger steak;beef patty,,Klassisk svensk köttfärsbiff. Säljs färdig att steka.,Classic Swedish minced beef patty. Sold ready to fry.,year-round,refrigerated,st,medium,50,medium,draft,2025-12-15 00:00:00,2025-12-15 00:00:00,ai-claude-batch8,,1,0
spare-ribs,revbensspjäll,spare ribs,protein/meat/pork,"animal-product,meat,needs-cooking,pork",revben;spareribs;grillrevben,pork ribs;BBQ ribs,,Fläskrevben för grill eller ugn. Finns färdigmarinerade.,Pork ribs for grill or oven. Available pre-marinated.,year-round,refrigerated,st,medium,50,medium,draft,2025-12-15 00:00:00,2025-12-15 00:00:00,ai-claude-batch8,,1,0
herring-salad,sillsallad,herring salad,protein/seafood/fish,"animal-product,doesnt-freeze-well,fish,processed,seafood",rödbetssillsallad;klassisk sillsallad,Swedish herring salad;pickled herring salad,,"Sallad med sill, rödbeta och gräddfil. Klassisk julrätt.","Salad with herring, beets and sour cream. Classic Christmas dish.",year-round,refrigerated,st,medium,50,medium,draft,2025-12-15 00:00:00,2025-12-15 00:00:00,ai-claude-batch8,,1,0
nubbe-salad,nubbesallad,aquavit herring salad,protein/seafood/fish,"animal-product,contains-alcohol,doesnt-freeze-well,fish,processed,seafood",nubbessillsallad,schnapps herring salad,,Sillsallad smaksatt med akvavit/nubbe.,Herring salad flavored with aquavit.,year-round,refrigerated,st,medium,50,medium,draft,2025-12-15 00:00:00,2025-12-15 00:00:00,ai-claude-batch8,,1,0
cinnamon-buns,kanelbullar,cinnamon buns,grain/pasta-bread,"animal-product,contains-gluten,contains-lactose,dairy,egg,processed",kanelbulle;kanelsnäckor,cinnamon rolls;Swedish cinnamon buns,,Klassiskt svenskt fikabröd. Firas 4 oktober.,Classic Swedish pastry. Celebrated October 4th.,year-round,refrigerated,st,medium,50,medium,draft,2025-12-15 00:00:00,2025-12-15 00:00:00,ai-claude-batch8,,1,0
kladdkaka,kladdkaka,Swedish chocolate cake,grain/pasta-bread,"animal-product,contains-gluten,contains-lactose,dairy,egg,processed",kladdkaka färdig,sticky chocolate cake;gooey cake,,Kladdig chokladkaka. Serveras med grädde.,Gooey chocolate cake. Served with cream.,year-round,refrigerated,st,medium,50,medium,draft,2025-12-15 00:00:00,2025-12-15 00:00:00,ai-claude-batch8,,1,0
mazarin,mazarin,mazarin pastry,grain/pasta-bread,"animal-product,contains-gluten,contains-lactose,dairy,egg,processed,tree-nut",mazariner;mazarintårta,Swedish almond tart,,Mandelfylld bakelse med glasyr.,Almond-filled pastry with icing.,year-round,refrigerated,st,medium,50,medium,draft,2025-12-15 00:00:00,2025-12-15 00:00:00,ai-claude-batch8,,1,0
sponge-cake,sockerkaka,sponge cake,grain/pasta-bread,"animal-product,contains-gluten,contains-lactose,dairy,egg,processed",sockerkaka färdig,pound cake,,Klassisk sockerkaka. Bas för många desserter.,Classic sponge cake. Base for many desserts.,year-round,refrigerated,st,medium,50,medium,draft,2025-12-15 00:00:00,2025-12-15 00:00:00,ai-claude-batch8,,1,0
vaniljdrommar,vaniljdrömmar,Swedish vanilla cookies,grain/pasta-bread,"animal-product,contains-gluten,contains-lactose,dairy,processed",drömmar;vaniljdröm,vanilla dreams;Swedish dream cookies,,Mördegskaka med vanilj. Smälter i munnen.,Shortbread cookie with vanilla. Melts in your mouth.,year-round,refrigerated,st,medium,50,medium,draft,2025-12-15 00:00:00,2025-12-15 00:00:00,ai-claude-batch8,,1,0
vasterbotten-pie,västerbottenpaj,Västerbotten cheese pie,grain/pasta-bread,"animal-product,contains-gluten,contains-lactose,dairy,egg,processed",västerbottensostpaj;västerbottenpaj färdig,Swedish cheese pie,,Ostpaj med Västerbottensost. Klassiker till kräftskivan.,Cheese pie with Västerbotten cheese. Classic for crayfish parties.,year-round,refrigerated,st,medium,50,medium,draft,2025-12-15 00:00:00,2025-12-15 00:00:00,ai-claude-batch8,,1,0
waffles,våfflor,waffles,grain/pasta-bread,"animal-product,contains-gluten,contains-lactose,dairy,egg,processed",våffla;färdiga våfflor,waffle;Belgian waffle,,Firas på våffeldagen 25 mars. Serveras med sylt och grädde.,Celebrated on waffle day March 25th. Served with jam and cream.,year-round,refrigerated,st,medium,50,medium,draft,2025-12-15 00:00:00,2025-12-15 00:00:00,ai-claude-batch8,,1,0
pancakes,pannkakor,pancakes,grain/pasta-bread,"animal-product,contains-gluten,contains-lactose,dairy,egg,processed",pannkaka;färdiga pannkakor,Swedish pancakes;crepes,,Tunna pannkakor. Serveras med sylt eller fläsk.,Thin pancakes. Served with jam or bacon.,year-round,refrigerated,st,medium,50,medium,draft,2025-12-15 00:00:00,2025-12-15 00:00:00,ai-claude-batch8,,1,0
plattar,plättar,Swedish small pancakes,grain/pasta-bread,"animal-product,contains-gluten,contains-lactose,dairy,egg,processed",små pannkakor;plätt,mini pancakes;silver dollar pancakes,,"Små, tjocka pannkakor. Serveras med sylt.","Small, thick pancakes. Served with jam.",year-round,refrigerated,st,medium,50,medium,draft,2025-12-15 00:00:00,2025-12-15 00:00:00,ai-claude-batch8,,1,0
brownie,brownie,brownie,grain/pasta-bread,"animal-product,contains-gluten,contains-lactose,dairy,egg,processed",chokladbrownie;brownies,chocolate brownie;fudge brownie,,"Amerikansk chokladkaka, kompakt och kladdig.","American chocolate cake, dense and fudgy.",year-round,refrigerated,st,medium,50,medium,draft,2025-12-15 00:00:00,2025-12-15 00:00:00,ai-claude-batch8,,1,0
cheesecake,cheesecake,cheesecake,grain/pasta-bread,"animal-product,contains-gluten,contains-lactose,dairy,egg,processed",ostkaka amerikansk;new york cheesecake,New York cheesecake;cream cheese cake,,Krämig ostkaka med digestivebotten.,Creamy cheesecake with graham cracker base.,year-round,refrigerated,st,medium,50,medium,draft,2025-12-15 00:00:00,2025-12-15 00:00:00,ai-claude-batch8,,1,0
princess-cake,prinsesstårta,princess cake,grain/pasta-bread,"animal-product,contains-gluten,contains-lactose,dairy,egg,processed,tree-nut",prinsesstårta färdig,Swedish princess cake;green marzipan cake,,Grön marsipantårta med vaniljkräm och grädde.,Green marzipan cake with custard and cream.,year-round,refrigerated,st,medium,50,medium,draft,2025-12-15 00:00:00,2025-12-15 00:00:00,ai-claude-batch8,,1,0
swiss-roll,rulltårta,Swiss roll,grain/pasta-bread,"animal-product,contains-gluten,contains-lactose,dairy,egg,processed",rulltårta färdig;rouladtårta,jelly roll;roulade,,Tunn sockerkaka rullas med sylt och grädde.,Thin sponge cake rolled with jam and cream.,year-round,refrigerated,st,medium,50,medium,draft,2025-12-15 00:00:00,2025-12-15 00:00:00,ai-claude-batch8,,1,0
tosca-cake,toscakaka,Tosca cake,grain/pasta-bread,"animal-product,contains-gluten,contains-lactose,dairy,egg,processed,tree-nut",toscakaka färdig;tosca,Swedish almond cake;caramel almond cake,,Sockerkaka med knaprig mandeltopping.,Sponge cake with crispy almond topping.,year-round,refrigerated,st,medium,50,medium,draft,2025-12-15 00:00:00,2025-12-15 00:00:00,ai-claude-batch8,,1,0
strawberry-cake,jordgubbstårta,strawberry cake,grain/pasta-bread,"animal-product,contains-gluten,contains-lactose,dairy,egg,processed",jordgubbstårta färdig;midsommartårta,Swedish strawberry cake;midsummer cake,,Klassisk tårta till midsommar med färska jordgubbar.,Classic midsummer cake with fresh strawberries.,year-round,refrigerated,st,medium,50,medium,draft,2025-12-15 00:00:00,2025-12-15 00:00:00,ai-claude-batch8,,1,0
lasagne-ready,lasagne,lasagne (ready-made),other/prepared-meal,"animal-product,contains-gluten,contains-lactose,dairy,meat,processed",färdig lasagne;lasagne färdigrätt,ready meal lasagne;frozen lasagne,,Färdig lasagne att värma. Finns i kyldisk och frys.,Ready-made lasagne to heat. Available chilled or frozen.,year-round,refrigerated,st,medium,50,medium,draft,2025-12-15 00:00:00,2025-12-15 00:00:00,ai-claude-batch8,,1,0
pea-soup,ärtsoppa,pea soup,other/prepared-meal,"plant-based,processed,vegan-friendly",ärtsoppa färdig;ärtsoppa burk,Swedish pea soup;yellow pea soup,,Torsdagstradition i Sverige. Serveras med pannkakor.,Thursday tradition in Sweden. Served with pancakes.,year-round,refrigerated,st,medium,50,medium,draft,2025-12-15 00:00:00,2025-12-15 00:00:00,ai-claude-batch8,,1,0
gazpacho,gazpacho,gazpacho,other/prepared-meal,"plant-based,processed,vegan-friendly",gazpacho färdig;kall tomatsoppa,Spanish cold soup;tomato gazpacho,,Kall spansk soppa med tomat och gurka.,Cold Spanish soup with tomato and cucumber.,year-round,refrigerated,st,medium,50,medium,draft,2025-12-15 00:00:00,2025-12-15 00:00:00,ai-claude-batch8,,1,0
lobster-soup,hummersoppa,lobster soup,other/prepared-meal,"animal-product,crustacean,processed,seafood",hummersoppa färdig;hummerbuljong,lobster bisque,,Lyxig soppa med hummer. Finns på burk.,Luxury soup with lobster. Available canned.,year-round,refrigerated,st,medium,50,medium,draft,2025-12-15 00:00:00,2025-12-15 00:00:00,ai-claude-batch8,,1,0
fish-soup,fisksoppa,fish soup,other/prepared-meal,"animal-product,fish,processed,seafood",fisksoppa färdig;fisksoppa burk,fish chowder,,Krämig soppa med fisk och skaldjur.,Creamy soup with fish and seafood.,year-round,refrigerated,st,medium,50,medium,draft,2025-12-15 00:00:00,2025-12-15 00:00:00,ai-claude-batch8,,1,0
vegetable-soup,grönsakssoppa,vegetable soup,other/prepared-meal,processed,grönsakssoppa färdig;grönsakssoppa burk,veggie soup,,Soppa med blandade grönsaker.,Soup with mixed vegetables.,year-round,refrigerated,st,medium,50,medium,draft,2025-12-15 00:00:00,2025-12-15 00:00:00,ai-claude-batch8,,1,0
chicken-soup,kycklingsoppa,chicken soup,other/prepared-meal,"animal-product,meat,poultry,processed",kycklingsoppa färdig;hönsbuljong med kött,chicken noodle soup,,Klassisk soppa med kyckling och grönsaker.,Classic soup with chicken and vegetables.,year-round,refrigerated,st,medium,50,medium,draft,2025-12-15 00:00:00,2025-12-15 00:00:00,ai-claude-batch8,,1,0
lentil-soup,linssoppa,lentil soup,other/prepared-meal,"plant-based,processed,vegan-friendly",linssoppa färdig;röd linssoppa,red lentil soup;dal soup,,Näringsrik soppa med linser. Ofta kryddad.,Nutritious soup with lentils. Often spiced.,year-round,refrigerated,st,medium,50,medium,draft,2025-12-15 00:00:00,2025-12-15 00:00:00,ai-claude-batch8,,1,0
minestrone-soup,minestronesoppa,minestrone soup,other/prepared-meal,"contains-gluten,plant-based,processed,vegan-friendly",minestrone färdig;italiensk grönsakssoppa,Italian vegetable soup,,Italiensk grönsakssoppa med pasta och bönor.,Italian vegetable soup with pasta and beans.,year-round,refrigerated,st,medium,50,medium,draft,2025-12-15 00:00:00,2025-12-15 00:00:00,ai-claude-batch8,,1,0
goulash-soup,gulaschsoppa,goulash soup,other/prepared-meal,"animal-product,beef,meat,processed",gulaschsoppa färdig;ungersk soppa,Hungarian goulash;beef goulash,,Ungersk köttgryta/soppa med paprika.,Hungarian meat stew/soup with paprika.,year-round,refrigerated,st,medium,50,medium,draft,2025-12-15 00:00:00,2025-12-15 00:00:00,ai-claude-batch8,,1,0
cauliflower-soup,blomkålssoppa,cauliflower soup,other/prepared-meal,processed,blomkålssoppa färdig,cream of cauliflower,,Krämig soppa på blomkål.,Creamy soup made from cauliflower.,year-round,refrigerated,st,medium,50,medium,draft,2025-12-15 00:00:00,2025-12-15 00:00:00,ai-claude-batch8,,1,0
artichoke-soup,jordärtskockssoppa,Jerusalem artichoke soup,other/prepared-meal,"plant-based,processed,vegan-friendly",jordärtskockssoppa färdig,sunchoke soup,,Krämig soppa på jordärtskocka.,Creamy soup made from Jerusalem artichoke.,year-round,refrigerated,st,medium,50,medium,draft,2025-12-15 00:00:00,2025-12-15 00:00:00,ai-claude-batch8,,1,0
borscht,borsjtj,borscht,other/prepared-meal,"plant-based,processed,vegan-friendly",borsjtj färdig;rödbetssoppa;borsjtsch,beet soup;beetroot soup,,Östeuropeisk rödbetssoppa. Serveras med gräddfil.,Eastern European beet soup. Served with sour cream.,year-round,refrigerated,st,medium,50,medium,draft,2025-12-15 00:00:00,2025-12-15 00:00:00,ai-claude-batch8,,1,0
janssons-temptation,janssons frestelse,Jansson's temptation,other/prepared-meal,"animal-product,contains-gluten,contains-lactose,dairy,fish,processed,seafood",janssons frestelse färdig;janssons fryst,Swedish potato gratin;anchovy casserole,,"Klassisk julrätt med potatis, lök och ansjovis.","Classic Christmas dish with potato, onion and anchovies.",year-round,refrigerated,st,medium,50,medium,draft,2025-12-15 00:00:00,2025-12-15 00:00:00,ai-claude-batch8,,1,0
swede-casserole,kålrotslåda,swede casserole,other/prepared-meal,"animal-product,contains-lactose,dairy,processed",kålrotslåda färdig;rotmos,rutabaga casserole;Swedish turnip bake,,Klassisk julrätt av mosad kålrot.,Classic Christmas dish of mashed swede.,year-round,refrigerated,st,medium,50,medium,draft,2025-12-15 00:00:00,2025-12-15 00:00:00,ai-claude-batch8,,1,0
potato-gratin,potatisgratäng,potato gratin,other/prepared-meal,"animal-product,contains-lactose,dairy,nightshade,processed",potatisgratäng färdig;gratäng,au gratin potatoes;scalloped potatoes,,Krämig gratäng med potatis och grädde.,Creamy gratin with potato and cream.,year-round,refrigerated,st,medium,50,medium,draft,2025-12-15 00:00:00,2025-12-15 00:00:00,ai-claude-batch8,,1,0
caesar-salad,caesarsallad,Caesar salad,other/prepared-meal,"animal-product,contains-gluten,contains-lactose,dairy,doesnt-freeze-well,fish,processed,seafood",caesarsallad färdig;caesar sallad,Caesar salad kit,,"Sallad med romansallad, parmesan och krutonger.","Salad with romaine, parmesan and croutons.",year-round,refrigerated,st,medium,50,medium,draft,2025-12-15 00:00:00,2025-12-15 00:00:00,ai-claude-batch8,,1,0
blood-pudding,blodpudding,blood pudding,protein/meat/pork,"animal-product,meat,needs-cooking,pork,processed",blodpuding;svart pudding,black pudding;blood sausage,blodpudding;blood pudding;blodpuding;svart pudding,Svenskt traditionellt blodpuddingsrecept,Swedish traditional blood pudding,year-round,refrigerated,g,low,40,medium,verified,2025-12-16 00:00:00,2025-12-16 00:00:00,ai-review,,1,1
limpa-bread,limpa,Swedish rye loaf,grain/bread,"contains-gluten,plant-based,processed,vegan-friendly",limpbröd;limppa;sirapslimpa,rye bread;Swedish bread,limpa;limpbröd;Swedish rye loaf;sirapslimpa;rågbröd,Svenskt sötbröd med sirap,Swedish sweet rye bread with syrup,year-round,room-temp,st,low,35,low,verified,2025-12-16 00:00:00,2025-12-16 00:00:00,ai-review,,1,1
christmas-sausage,julkorv,Christmas sausage,protein/meat/pork,"animal-product,meat,pork,processed",julkorvar,holiday sausage,julkorv;julkorvar;Christmas sausage;holiday sausage,Traditionell svensk julkorv,Traditional Swedish Christmas sausage,seasonal,refrigerated,g,medium,80,medium,verified,2025-12-16 00:00:00,2025-12-16 00:00:00,ai-review,,1,1
shellfish-broth,skaldjursbuljong,shellfish broth,other/liquid,"animal-product,crustacean,processed,seafood",skaldjursfond;räkbuljong,seafood stock;shrimp broth,skaldjursbuljong;skaldjursfond;shellfish broth;räkbuljong,Buljong på skaldjur,Shellfish-based broth,year-round,pantry,ml,medium,45,medium,verified,2025-12-16 00:00:00,2025-12-16 00:00:00,ai-review,,1,1
lojrom,löjrom,vendace roe,protein/seafood/fish,"animal-product,fish,needs-cooking,seafood",lojrom,bleak roe;Swedish caviar,löjrom;lojrom;vendace roe;Swedish caviar,Generisk löjrom (ej specifikt Kalix),Generic vendace roe (not specifically Kalix),seasonal,refrigerated,g,premium,400,medium,verified,2025-12-16 00:00:00,2025-12-16 00:00:00,ai-review,,1,1
almond-biscuits,mandelbiskvier,almond biscuits,grain/bread,"contains-gluten,plant-based,processed,tree-nut,vegan-friendly",mandelkakor,almond cookies,"almond biscuits,mandelbiskvier",Små knapriga mandelkakor,Small crispy almond cookies,year-round,ambient,st,standard,40,medium,validated,2025-12-18 00:00:00,2025-12-20 00:00:00,ai-coverage-check,,1,1
amaro,amaro,amaro liqueur,other/beverage,"contains-alcohol,plant-based,vegan-friendly","italiensk bitter,digestif","Italian bitter,digestif",amaro,Italiensk örtlikör Innehåller alkohol.,Italian herbal liqueur Contains alcohol.,year-round,ambient,g,standard,,medium,validated,2025-12-18 00:00:00,2025-12-20 00:00:00,ai-coverage-check,,1,1
ansjovisfiléer,ansjovisfiléer,anchovy fillets,protein/seafood,"animal-product,fish,seafood","ansjovis,sardeller","anchovy fillets,anchovies","ansjovisfilleter,ansjovisfiléer",Saltade ansjovisfiléer,Salted anchovy fillets,year-round,ambient,g,standard,,medium,validated,2025-12-18 00:00:00,2025-12-20 00:00:00,ai-coverage-check,,1,1
ansjovisspad,ansjovisspad,anchovy brine,protein/seafood,"animal-product,fish,seafood","ansjovislag,sardellspad","anchovy brine,anchovy liquid",ansjovisspad,Vätskan från ansjovisburk,Liquid from anchovy tin,year-round,ambient,g,standard,,medium,validated,2025-12-18 00:00:00,2025-12-20 00:00:00,ai-coverage-check,,1,1
aromat-spice,aromat,all-purpose seasoning,spice/blend,"plant-based,processed,vegan-friendly",kryddsalt;smakförstärkare,aromat seasoning;msg salt,"all-purpose seasoning,aromat,aromat spice",Ikoniskt gul kryddblandning med MSG,Iconic yellow seasoning blend with MSG,year-round,ambient,g,budget,25,low,validated,2025-12-18 00:00:00,2025-12-20 00:00:00,ai-coverage-check,,1,1
arrack,arrak,arrack,other/beverage,"contains-alcohol,plant-based,vegan-friendly",arrak sprit;batavia arrack,batavia arrack;arak,"arrack,arrak","Spritdryck från Sydostasien, används i punsch och bakning Innehåller alkohol.","Spirit from Southeast Asia, used in punch and baking Contains alcohol.",year-round,ambient,ml,premium,350,medium,validated,2025-12-18 00:00:00,2025-12-20 00:00:00,ai-coverage-check,,1,1
artichoke-cream,kronärtskockskräm,artichoke cream,other/condiment,processed,"kronärtskockscréme,kronärtskockspasta",,"artichoke cream,kronärtskockscréme",Creme/pasta av kronärtskocka,Cream/paste of artichoke,year-round,ambient,g,premium,25,low,validated,2025-12-18 00:00:00,2025-12-20 00:00:00,ai-coverage-check,,1,1
baby-corn,minimajs,baby corn,vegetable/fruit-veg,"plant-based,vegan-friendly",babymajs;babymajs burk;konserverad minimajs,mini corn;baby sweetcorn;young corn,"baby corn,minimajs","Små omogna majskolvar, vanliga i wok och asiatiska rätter","Small immature corn cobs, common in stir-fry dishes",year-round,ambient,g,standard,25,medium,validated,2025-12-18 00:00:00,2025-12-20 00:00:00,ai-coverage-check,,1,1
babylökar,babylökar,baby onions,vegetable/onion-family,"plant-based,vegan-friendly","pärllök,smålök","baby onions,pearl onions","babylökar,babyonionar",Små hela lökar,Small whole onions,year-round,ambient,g,standard,,medium,validated,2025-12-18 00:00:00,2025-12-20 00:00:00,ai-coverage-check,,1,1
babyspenat,babyspenat,baby spinach,vegetable/onion-family,"plant-based,vegan-friendly","späd spenat,ung spenat","baby spinach,young spinach","babyspenat,babyspinach",Unga späda spenatblad,Young tender spinach leaves,year-round,ambient,g,standard,,medium,validated,2025-12-18 00:00:00,2025-12-20 00:00:00,ai-coverage-check,,1,1
baconskivor,baconskivor,bacon slices,protein/meat/pork,"animal-product,meat,pork","bacon,fläskbacon,stekt bacon","bacon strips,bacon rashers",baconskivor,Skivor av rökt sidfläsk,Slices of smoked pork belly,year-round,refrigerated,g,standard,,medium,validated,2025-12-18 00:00:00,2025-12-20 00:00:00,ai-coverage-check,,1,1
balsamico,balsamico,balsamic vinegar,other/condiment,"plant-based,processed,sulfites,vegan-friendly","balsamvinäger,italiensk vinäger","balsamic vinegar,balsamic",balsamico,Italiensk åldrad vinäger,Italian aged vinegar,year-round,ambient,g,standard,,medium,validated,2025-12-18 00:00:00,2025-12-20 00:00:00,ai-coverage-check,,1,1
bambuskott,bambuskott,bamboo shoots,vegetable/stem,"plant-based,vegan-friendly","bambuskott konserv,skivad bambu","bamboo shoots,canned bamboo",bambuskott,Unga bambuskott för wok,Young bamboo shoots for stir-fry,year-round,ambient,g,standard,,medium,validated,2025-12-18 00:00:00,2025-12-20 00:00:00,ai-coverage-check,,1,1
bechamel-sauce,besciamelsås,béchamel sauce,other/condiment,"animal-product,contains-gluten,contains-lactose,dairy","vit sås,mjölksås","white sauce,milk sauce","bechamel sauce,besciamelsås,béchamel sauce",Klassisk fransk vit sås,Classic French white sauce,year-round,refrigerated,ml,standard,35,medium,validated,2025-12-18 00:00:00,2025-12-20 00:00:00,ai-coverage-check,,1,1
biff,biff,steak,protein/meat/beef,"animal-product,beef,meat,needs-cooking","köttbit,stek,nötbiff","steak,beef steak","biff,steak",Generisk köttbit för stekning,Generic meat cut for frying,year-round,ambient,g,standard,,medium,validated,2025-12-18 00:00:00,2025-12-20 00:00:00,ai-coverage-check,,1,1
biffar,biffar,steaks,protein/meat/beef,"animal-product,beef,meat,needs-cooking","biffar,stekar,köttbiffar","steaks,beef steaks","biffar,steakar",Flera köttbitar,Multiple meat cuts,year-round,ambient,g,standard,,medium,validated,2025-12-18 00:00:00,2025-12-20 00:00:00,ai-coverage-check,,1,1
biscoff,biscoff,Biscoff cookie,other/baking,"plant-based,processed,vegan-friendly","speculoos,lotuskaka","Biscoff,speculoos cookie",biscoff,Belgisk kryddkaka,Belgian spiced cookie,year-round,ambient,g,standard,,medium,validated,2025-12-18 00:00:00,2025-12-20 00:00:00,ai-coverage-check,,1,1
biscoff-spread,biscoff spread,Biscoff spread,other/sweetener,"plant-based,vegan-friendly","speculoospread,karamellspread","Biscoff spread,cookie butter",biscoff spread,Bredbart av speculoos,Spreadable cookie butter,year-round,ambient,g,standard,,medium,validated,2025-12-18 00:00:00,2025-12-20 00:00:00,ai-coverage-check,,1,1
bitter-almond,bittermandel,bitter almond,other/nut-seed,"plant-based,tree-nut,vegan-friendly",bittermandlar,bitter almonds,"bitter almond,bittermandel","Smaksättare, giftig i stora mängder. Till ostkaka/kubb.","Flavoring, toxic in large amounts.",year-round,ambient,g,standard,30,low,validated,2025-12-18 00:00:00,2025-12-20 00:00:00,ai-coverage-check,,1,1
bitter-orange-peel,pomeransskal,bitter orange peel,spice/herb-dry,"plant-based,vegan-friendly",torkad pomerans;malda pomeransskal,seville orange peel;dried bitter orange,"bitter orange peel,pomeransskal",Viktig krydda i brödbak (vört) och glögg,Essential spice for Swedish Christmas bread,winter,ambient,g,standard,25,low,validated,2025-12-18 00:00:00,2025-12-20 00:00:00,ai-coverage-check,,1,1
blackcurrant-jelly,svartvinbärsgelé,blackcurrant jelly,other/condiment,"plant-based,processed,vegan-friendly",vinbärsgelé,redcurrant jelly alternative,"blackcurrant jelly,svartvinbärsgelé",Klassiskt tillbehör till stek och vilt,Classic condiment for roast and game,year-round,ambient,g,standard,35,low,validated,2025-12-18 00:00:00,2025-12-20 00:00:00,ai-coverage-check,,1,1
blockchoklad,blockchoklad,block chocolate,other/baking,"plant-based,processed,vegan-friendly","blockchoklad,mörk choklad,bakchoklad","baking chocolate,chocolate block","block chocolate,blockchoklad",Choklad för bakning,Baking chocolate,year-round,ambient,g,standard,25,low,validated,2025-12-18 00:00:00,2025-12-20 00:00:00,ai-coverage-check,,1,1
bordelaisesås,bordelaisesås,bordelaise sauce,other/condiment,"plant-based,processed,vegan-friendly","rödvinssås,bordelaissås","bordelaise sauce,red wine sauce","bordelaisesauce,bordelaisesås",Klassisk fransk rödvinssås,Classic French red wine sauce,year-round,ambient,g,standard,,medium,validated,2025-12-18 00:00:00,2025-12-20 00:00:00,ai-coverage-check,,1,1
bottarga,bottarga,bottarga (cured fish roe),protein/seafood,"animal-product,fish,seafood",torkad fiskrom;multerom;karasumi,cured fish roe;mullet roe,bottarga,"Saltad och torkad fiskrom, italiensk delikatess","Salted and dried fish roe, Italian delicacy",year-round,refrigerated,g,premium,400,medium,validated,2025-12-18 00:00:00,2025-12-20 00:00:00,ai-coverage-check,,1,1
bread-spice-mix,brödkryddor,bread spice mix,spice/blend,"contains-gluten,plant-based,vegan-friendly","brödkrydda,brödkryddor,brödblandning",,"bread spice mix,brödkryddor","Kryddblandning för bröd (fänkål, anis, kummin)",Spice mix for bread baking,year-round,ambient,g,budget,25,low,validated,2025-12-18 00:00:00,2025-12-20 00:00:00,ai-coverage-check,,1,1
bread-syrup,brödsirap,bread syrup,other/sweetener,"plant-based,vegan-friendly","brödsirap,mörk sirap","bread syrup,light syrup","bread syrup,brödsirap",Mörk sirap för vörtbröd,Dark syrup for bread,year-round,ambient,ml,budget,25,low,validated,2025-12-18 00:00:00,2025-12-20 00:00:00,ai-coverage-check,,1,1
broccoliört,broccoliört,broccoli rabe,vegetable/leaf,"plant-based,vegan-friendly","rapini,broccoli rabe","broccoli rabe,rapini",broccoliört,Italiensk bladgrönsak,Italian leafy green,year-round,ambient,g,standard,,medium,validated,2025-12-18 00:00:00,2025-12-20 00:00:00,ai-coverage-check,,1,1
